tract_name,median_income,total_population,white_population,black_population,asian_population,state,county,tract,tract_geoid,white_pct,black_pct,asian_pct
Census Tract 55.02; Sacramento County; California,60667,5497,1565,779,381,06,067,005502,06067005502,0.28470074586137895,0.14171366199745317,0.06931053301800982
Census Tract 55.05; Sacramento County; California,63125,5784,2741,694,694,06,067,005505,06067005505,0.47389349930843705,0.11998616874135547,0.11998616874135547
Census Tract 55.06; Sacramento County; California,56599,3760,1002,436,281,06,067,005506,06067005506,0.26648936170212767,0.11595744680851064,0.0747340425531915
Census Tract 55.08; Sacramento County; California,59602,3991,1890,319,603,06,067,005508,06067005508,0.4735655224254573,0.07992984214482586,0.151089952392884
Census Tract 55.09; Sacramento County; California,68333,1935,704,330,361,06,067,005509,06067005509,0.36382428940568473,0.17054263565891473,0.18656330749354005
Census Tract 55.10; Sacramento County; California,55139,5138,1724,991,761,06,067,005510,06067005510,0.33553912028026467,0.19287660568314519,0.14811210587777346
Census Tract 56.01; Sacramento County; California,73641,6122,2226,78,1270,06,067,005601,06067005601,0.3636066644887292,0.01274093433518458,0.2074485462267233
Census Tract 56.05; Sacramento County; California,92195,3512,1658,245,905,06,067,005605,06067005605,0.47209567198177677,0.06976082004555809,0.2576879271070615
Census Tract 56.06; Sacramento County; California,87679,4737,2865,190,439,06,067,005606,06067005606,0.6048131728942369,0.04010977411864049,0.09267468862149039
Census Tract 57.01; Sacramento County; California,108654,3949,2715,199,194,06,067,005701,06067005701,0.6875158267915928,0.050392504431501645,0.049126361104076983
Census Tract 57.02; Sacramento County; California,196875,4483,3676,58,143,06,067,005702,06067005702,0.8199866161052867,0.012937764889582868,0.03189828240017845
Census Tract 58.01; Sacramento County; California,96583,5228,3644,383,265,06,067,005801,06067005801,0.6970160673297628,0.0732593726090283,0.050688599846977815
Census Tract 58.03; Sacramento County; California,151354,3673,2633,26,315,06,067,005803,06067005803,0.7168527089572556,0.007078682276068609,0.08576095834467738
Census Tract 58.04; Sacramento County; California,164792,2512,1949,0,210,06,067,005804,06067005804,0.7758757961783439,0.0,0.08359872611464968
Census Tract 59.01; Sacramento County; California,95163,6397,4316,456,364,06,067,005901,06067005901,0.6746912615288416,0.07128341410035954,0.05690167265905893
Census Tract 59.03; Sacramento County; California,56204,2611,1370,305,504,06,067,005903,06067005903,0.5247031788586748,0.11681348142474147,0.19302949061662197
Census Tract 59.04; Sacramento County; California,137557,5401,3606,396,583,06,067,005904,06067005904,0.6676541381225699,0.07331975560081466,0.1079429735234216
Census Tract 60.02; Sacramento County; California,65197,5733,3121,308,321,06,067,006002,06067006002,0.5443921158206873,0.05372405372405373,0.05599162742019885
Census Tract 60.03; Sacramento County; California,71445,4909,2988,714,401,06,067,006003,06067006003,0.6086779384803422,0.1454471379099613,0.081686697901813
Census Tract 60.04; Sacramento County; California,115852,2374,1842,43,127,06,067,006004,06067006004,0.7759056444818871,0.018112889637742206,0.05349620893007582
Census Tract 61.01; Sacramento County; California,61592,4905,2036,569,435,06,067,006101,06067006101,0.4150866462793068,0.11600407747196738,0.08868501529051988
Census Tract 61.02; Sacramento County; California,57182,4047,2097,266,656,06,067,006102,06067006102,0.5181616011860638,0.06572769953051644,0.16209537929330367
Census Tract 62.02; Sacramento County; California,45743,4111,1389,553,289,06,067,006202,06067006202,0.33787399659450257,0.13451714911213816,0.07029919727560205
Census Tract 62.03; Sacramento County; California,35179,3842,1192,361,1172,06,067,006203,06067006203,0.31025507548152004,0.09396147839666841,0.3050494534096825
Census Tract 62.04; Sacramento County; California,51719,3467,1239,252,368,06,067,006204,06067006204,0.35736948370349003,0.07268531871935391,0.10614364003461206
Census Tract 63; Sacramento County; California,55000,4913,1545,579,180,06,067,006300,06067006300,0.31447180948503967,0.11785060044779157,0.03663749236718909
Census Tract 64; Sacramento County; California,68155,5770,2060,673,653,06,067,006400,06067006400,0.35701906412478335,0.11663778162911612,0.11317157712305026
Census Tract 65.01; Sacramento County; California,46219,5162,866,1196,958,06,067,006501,06067006501,0.1677644323905463,0.23169314219294848,0.18558698179000388
Census Tract 65.02; Sacramento County; California,99009,2418,329,124,1098,06,067,006502,06067006502,0.1360628618693135,0.05128205128205128,0.45409429280397023
Census Tract 66; Sacramento County; California,56111,6638,2112,1363,959,06,067,006600,06067006600,0.3181681229285929,0.2053329316059054,0.1444712262729738
Census Tract 67.03; Sacramento County; California,74870,5363,1156,908,769,06,067,006703,06067006703,0.2155509975759836,0.1693082230095096,0.14338989371620361
Census Tract 67.04; Sacramento County; California,65129,3615,634,592,819,06,067,006704,06067006704,0.17538035961272475,0.16376210235131397,0.22655601659751037
Census Tract 67.05; Sacramento County; California,58882,4779,1462,571,824,06,067,006705,06067006705,0.30592174094998953,0.11948106298388785,0.17242100857920067
Census Tract 67.06; Sacramento County; California,69469,3615,278,234,1073,06,067,006706,06067006706,0.0769017980636238,0.06473029045643154,0.29681881051175657
Census Tract 68.01; Sacramento County; California,50217,1743,101,213,282,06,067,006801,06067006801,0.057946069994262765,0.12220309810671257,0.16179001721170397
Census Tract 68.02; Sacramento County; California,29240,2137,552,199,90,06,067,006802,06067006802,0.258306036499766,0.09312119794103883,0.04211511464670098
Census Tract 68.03; Sacramento County; California,72298,3515,682,462,571,06,067,006803,06067006803,0.19402560455192033,0.1314366998577525,0.1624466571834993
Census Tract 69.01; Sacramento County; California,94207,2190,1128,162,67,06,067,006901,06067006901,0.5150684931506849,0.07397260273972603,0.030593607305936073
Census Tract 69.02; Sacramento County; California,63611,3523,1056,217,480,06,067,006902,06067006902,0.29974453590689754,0.061595231336928756,0.13624751632131707
Census Tract 70.01; Sacramento County; California,62470,4680,1688,323,601,06,067,007001,06067007001,0.3606837606837607,0.06901709401709402,0.1284188034188034
Census Tract 70.07; Sacramento County; California,90046,5992,1359,472,515,06,067,007007,06067007007,0.22680240320427236,0.0787716955941255,0.0859479305740988
Census Tract 70.10; Sacramento County; California,74857,4044,1949,780,252,06,067,007010,06067007010,0.48194856577645895,0.19287833827893175,0.06231454005934718
Census Tract 70.11; Sacramento County; California,102277,7301,1898,1958,763,06,067,007011,06067007011,0.25996438843993974,0.2681824407615395,0.10450623202301054
Census Tract 70.12; Sacramento County; California,104931,3624,1312,404,437,06,067,007012,06067007012,0.3620309050772627,0.11147902869757174,0.12058498896247241
Census Tract 70.13; Sacramento County; California,108941,3233,951,237,705,06,067,007013,06067007013,0.2941540364986081,0.07330652644602537,0.2180637179090628
Census Tract 70.16; Sacramento County; California,107639,5580,1389,602,2260,06,067,007016,06067007016,0.2489247311827957,0.10788530465949821,0.4050179211469534
Census Tract 70.17; Sacramento County; California,120081,3333,909,244,1477,06,067,007017,06067007017,0.2727272727272727,0.07320732073207321,0.44314431443144314
Census Tract 70.19; Sacramento County; California,107460,3216,508,1358,606,06,067,007019,06067007019,0.15796019900497513,0.4222636815920398,0.1884328358208955
Census Tract 70.20; Sacramento County; California,139408,5708,2379,863,714,06,067,007020,06067007020,0.4167834618079888,0.15119131044148562,0.1250875963559916
Census Tract 70.21; Sacramento County; California,95830,5914,1814,936,1166,06,067,007021,06067007021,0.30672979370984105,0.15826851538721678,0.19715928305715252
Census Tract 70.22; Sacramento County; California,61413,2963,720,604,789,06,067,007022,06067007022,0.24299696253796826,0.20384745190685116,0.2662841714478569
Census Tract 70.23; Sacramento County; California,77717,4711,1328,440,479,06,067,007023,06067007023,0.2818934408830397,0.09339842920823604,0.10167692634260242
Census Tract 70.24; Sacramento County; California,84517,1851,773,293,173,06,067,007024,06067007024,0.4176121015667207,0.1582928146947596,0.09346299297676931
Census Tract 70.25; Sacramento County; California,88908,2949,947,527,977,06,067,007025,06067007025,0.3211258053577484,0.1787046456425907,0.3312987453374025
Census Tract 70.26; Sacramento County; California,128365,6023,2025,772,2251,06,067,007026,06067007026,0.3362111904366595,0.12817532790967956,0.37373401959156566
Census Tract 70.27; Sacramento County; California,86289,2002,395,426,913,06,067,007027,06067007027,0.1973026973026973,0.2127872127872128,0.45604395604395603
Census Tract 70.28; Sacramento County; California,107500,5386,1075,1246,1346,06,067,007028,06067007028,0.19959153360564427,0.23134051243965836,0.2499071667285555
Census Tract 71.01; Sacramento County; California,192938,1355,465,31,533,06,067,007101,06067007101,0.34317343173431736,0.022878228782287822,0.3933579335793358
Census Tract 71.03; Sacramento County; California,88883,4094,811,795,1253,06,067,007103,06067007103,0.19809477283829996,0.1941866145578896,0.30605764533463603
Census Tract 71.05; Sacramento County; California,102089,6735,2622,890,1964,06,067,007105,06067007105,0.38930957683741646,0.1321455085374907,0.29161098737936153
Census Tract 71.06; Sacramento County; California,121121,6813,1822,669,2603,06,067,007106,06067007106,0.2674299134008513,0.09819462791721709,0.3820637017466608
Census Tract 71.07; Sacramento County; California,112699,3796,996,423,1564,06,067,007107,06067007107,0.2623814541622761,0.11143308746048472,0.41201264488935724
Census Tract 71.08; Sacramento County; California,136339,6463,1810,925,1900,06,067,007108,06067007108,0.2800557016865233,0.14312238898344423,0.2939811233173449
Census Tract 71.09; Sacramento County; California,79491,3671,1704,418,657,06,067,007109,06067007109,0.4641786979024789,0.11386543176246254,0.17897030781803322
Census Tract 71.10; Sacramento County; California,121719,4795,1886,1394,431,06,067,007110,06067007110,0.3933263816475495,0.2907194994786236,0.08988529718456725
Census Tract 71.11; Sacramento County; California,148247,4543,1370,697,1679,06,067,007111,06067007111,0.3015628439357253,0.15342284833810257,0.36957957296940347
Census Tract 72.02; Sacramento County; California,75234,3830,2123,221,277,06,067,007202,06067007202,0.5543080939947781,0.0577023498694517,0.07232375979112271
Census Tract 72.04; Sacramento County; California,83469,6119,2211,391,1102,06,067,007204,06067007204,0.36133355123386174,0.06389932995587515,0.18009478672985782
Census Tract 72.06; Sacramento County; California,99265,4128,2948,30,93,06,067,007206,06067007206,0.7141472868217055,0.007267441860465116,0.02252906976744186
Census Tract 72.07; Sacramento County; California,106875,4674,3091,118,100,06,067,007207,06067007207,0.6613179289687634,0.025246041934103552,0.02139495079161318
Census Tract 72.08; Sacramento County; California,110353,4601,2549,40,626,06,067,007208,06067007208,0.5540099978265595,0.008693762225603129,0.13605737883068897
Census Tract 72.09; Sacramento County; California,88869,3871,2950,45,71,06,067,007209,06067007209,0.7620769826918109,0.011624903125807285,0.01834151382071816
Census Tract 73.01; Sacramento County; California,54122,5450,2092,499,514,06,067,007301,06067007301,0.3838532110091743,0.09155963302752293,0.09431192660550458
Census Tract 74.02; Sacramento County; California,83908,7617,3672,543,491,06,067,007402,06067007402,0.4820795588814494,0.07128790862544308,0.06446107391361429
Census Tract 74.03; Sacramento County; California,90076,4959,2612,261,57,06,067,007403,06067007403,0.5267190965920548,0.05263157894736842,0.011494252873563218
Census Tract 74.13; Sacramento County; California,63174,6363,2320,694,1154,06,067,007413,06067007413,0.3646078893603646,0.10906804966210906,0.18136099324218136
Census Tract 74.14; Sacramento County; California,75341,4335,1687,610,502,06,067,007414,06067007414,0.3891580161476355,0.14071510957324107,0.11580161476355248
Census Tract 74.15; Sacramento County; California,81000,3268,1826,289,254,06,067,007415,06067007415,0.5587515299877601,0.08843329253365972,0.0777233782129743
Census Tract 74.16; Sacramento County; California,71618,4154,2289,441,247,06,067,007416,06067007416,0.5510351468464131,0.10616273471352913,0.0594607607125662
Census Tract 74.17; Sacramento County; California,109410,3850,2131,277,866,06,067,007417,06067007417,0.5535064935064935,0.07194805194805194,0.22493506493506493
Census Tract 74.22; Sacramento County; California,77826,2637,1240,127,299,06,067,007422,06067007422,0.47023132347364427,0.048160788775123246,0.11338642396662875
Census Tract 74.23; Sacramento County; California,40703,5974,1812,927,1714,06,067,007423,06067007423,0.30331436223635755,0.15517241379310345,0.2869099430867091
Census Tract 74.24; Sacramento County; California,62024,3974,1698,206,473,06,067,007424,06067007424,0.4272773024660292,0.051836940110719675,0.1190236537493709
Census Tract 74.26; Sacramento County; California,92823,2404,1196,540,234,06,067,007426,06067007426,0.49750415973377704,0.22462562396006655,0.0973377703826955
Census Tract 74.27; Sacramento County; California,70991,8313,4995,1716,572,06,067,007427,06067007427,0.6008661133164922,0.20642367376398413,0.06880789125466137
Census Tract 74.28; Sacramento County; California,88403,3346,2467,39,262,06,067,007428,06067007428,0.7372982665869695,0.011655708308427973,0.07830245068738792
Census Tract 74.29; Sacramento County; California,61226,5516,2506,749,531,06,067,007429,06067007429,0.4543147208121827,0.13578680203045684,0.09626540971718636
Census Tract 74.30; Sacramento County; California,97479,7776,4230,1017,472,06,067,007430,06067007430,0.5439814814814815,0.13078703703703703,0.060699588477366256
Census Tract 74.31; Sacramento County; California,110987,3452,1947,675,363,06,067,007431,06067007431,0.5640208574739282,0.1955388180764774,0.10515643105446118
Census Tract 74.32; Sacramento County; California,107500,4785,3046,130,595,06,067,007432,06067007432,0.6365726227795193,0.027168234064785787,0.12434691745036573
Census Tract 74.34; Sacramento County; California,67841,6455,3101,721,451,06,067,007434,06067007434,0.4804027885360186,0.11169635941130907,0.06986831913245546
Census Tract 74.35; Sacramento County; California,46150,3116,2015,120,368,06,067,007435,06067007435,0.6466623876765083,0.038510911424903725,0.11810012836970475
Census Tract 74.36; Sacramento County; California,86094,2340,966,179,711,06,067,007436,06067007436,0.4128205128205128,0.0764957264957265,0.3038461538461538
Census Tract 74.37; Sacramento County; California,168988,6012,4348,157,1021,06,067,007437,06067007437,0.7232202262142382,0.026114437791084497,0.1698270126413839
Census Tract 74.38; Sacramento County; California,64250,3476,1932,149,819,06,067,007438,06067007438,0.5558112773302647,0.04286536248561565,0.23561565017261218
Census Tract 74.39; Sacramento County; California,104191,4918,2795,375,492,06,067,007439,06067007439,0.5683204554697031,0.07625050833672224,0.10004066693777959
Census Tract 75.01; Sacramento County; California,55778,7444,4900,461,378,06,067,007501,06067007501,0.6582482536270822,0.061929070392262225,0.0507791509940892
Census Tract 75.03; Sacramento County; California,59792,5059,3102,564,273,06,067,007503,06067007503,0.6131646570468472,0.11148448309942677,0.053963233840679976
Census Tract 75.04; Sacramento County; California,86364,1985,1258,155,118,06,067,007504,06067007504,0.6337531486146095,0.07808564231738035,0.059445843828715365
Census Tract 76.02; Sacramento County; California,69792,4972,3090,732,282,06,067,007602,06067007602,0.6214802896218825,0.14722445695897024,0.05671761866452132
Census Tract 76.03; Sacramento County; California,70461,2825,1859,128,259,06,067,007603,06067007603,0.6580530973451327,0.04530973451327434,0.09168141592920354
Census Tract 76.04; Sacramento County; California,79131,3874,1739,498,521,06,067,007604,06067007604,0.44889003613835826,0.12854930304594733,0.13448631905007744
Census Tract 77.01; Sacramento County; California,58086,6895,4082,377,870,06,067,007701,06067007701,0.5920232052211748,0.05467730239303843,0.126178390137781
Census Tract 77.02; Sacramento County; California,122254,4062,2764,56,202,06,067,007702,06067007702,0.6804529788281635,0.013786312161496799,0.04972919743968488
Census Tract 78.01; Sacramento County; California,105797,5523,3741,288,221,06,067,007801,06067007801,0.6773492667028789,0.052145573058120585,0.040014484881405035
Census Tract 78.02; Sacramento County; California,77352,5126,3847,313,338,06,067,007802,06067007802,0.7504877097151775,0.0610612563402263,0.06593835349200156
Census Tract 79.03; Sacramento County; California,101506,4695,3381,183,202,06,067,007903,06067007903,0.7201277955271566,0.038977635782747606,0.043024494142705004
Census Tract 79.04; Sacramento County; California,108938,6342,4437,106,476,06,067,007904,06067007904,0.6996215704824976,0.01671397035635446,0.07505518763796909
Census Tract 79.05; Sacramento County; California,119846,4575,3122,45,573,06,067,007905,06067007905,0.6824043715846995,0.009836065573770493,0.12524590163934426
Census Tract 79.06; Sacramento County; California,85000,3322,2420,113,291,06,067,007906,06067007906,0.7284768211920529,0.034015653220951236,0.08759783263094521
Census Tract 80.05; Sacramento County; California,139983,4523,3598,110,188,06,067,008005,06067008005,0.7954897192129118,0.024320141499005084,0.041565332743754145
Census Tract 80.06; Sacramento County; California,102772,5022,3970,66,100,06,067,008006,06067008006,0.7905217045001991,0.013142174432497013,0.019912385503783353
Census Tract 80.07; Sacramento County; California,81151,3083,1912,71,132,06,067,008007,06067008007,0.6201751540707103,0.023029516704508597,0.042815439506973724
Census Tract 80.08; Sacramento County; California,108021,4935,3200,195,213,06,067,008008,06067008008,0.6484295845997974,0.03951367781155015,0.043161094224924014
Census Tract 80.09; Sacramento County; California,126441,4454,3643,38,114,06,067,008009,06067008009,0.8179164795689268,0.008531656937584195,0.025594970812752582
Census Tract 80.10; Sacramento County; California,132884,6708,5436,13,480,06,067,008010,06067008010,0.8103756708407871,0.001937984496124031,0.07155635062611806
Census Tract 81.11; Sacramento County; California,91630,6297,4751,69,339,06,067,008111,06067008111,0.7544862632999841,0.01095759885659838,0.05383515959980943
Census Tract 81.13; Sacramento County; California,71875,3720,2582,62,220,06,067,008113,06067008113,0.6940860215053763,0.016666666666666666,0.05913978494623656
Census Tract 81.17; Sacramento County; California,86953,2336,1618,86,112,06,067,008117,06067008117,0.6926369863013698,0.036815068493150686,0.04794520547945205
Census Tract 81.19; Sacramento County; California,86626,6069,3946,99,34,06,067,008119,06067008119,0.6501894875597298,0.016312407315867524,0.0056022408963585435
Census Tract 81.20; Sacramento County; California,90556,5468,3885,107,141,06,067,008120,06067008120,0.7104974396488661,0.019568397951719094,0.02578639356254572
Census Tract 81.22; Sacramento County; California,113070,3873,2437,52,395,06,067,008122,06067008122,0.6292279886392977,0.013426284533953009,0.10198812290214304
Census Tract 81.24; Sacramento County; California,107014,4905,4104,25,16,06,067,008124,06067008124,0.8366972477064221,0.0050968399592252805,0.0032619775739041795
Census Tract 81.25; Sacramento County; California,87610,5520,4330,170,27,06,067,008125,06067008125,0.7844202898550725,0.030797101449275364,0.004891304347826087
Census Tract 81.27; Sacramento County; California,93250,4533,2831,53,119,06,067,008127,06067008127,0.6245312155305537,0.011692036179130819,0.026251930288991837
Census Tract 81.28; Sacramento County; California,76375,2123,1329,13,76,06,067,008128,06067008128,0.6260009420631182,0.006123410268487989,0.03579839849269901
Census Tract 81.29; Sacramento County; California,81250,2715,1424,347,45,06,067,008129,06067008129,0.5244935543278084,0.1278084714548803,0.016574585635359115
Census Tract 81.30; Sacramento County; California,99844,4307,2537,226,503,06,067,008130,06067008130,0.589041095890411,0.052472718829811936,0.11678662642210355
Census Tract 81.31; Sacramento County; California,73304,6038,3602,532,379,06,067,008131,06067008131,0.5965551507121564,0.08810864524677045,0.06276912885061278
Census Tract 81.32; Sacramento County; California,77482,3855,2905,40,319,06,067,008132,06067008132,0.7535667963683528,0.010376134889753566,0.08274967574578469
Census Tract 81.33; Sacramento County; California,62723,2277,1682,90,133,06,067,008133,06067008133,0.7386912604303909,0.039525691699604744,0.058410188844971456
Census Tract 81.34; Sacramento County; California,92225,5155,3662,345,456,06,067,008134,06067008134,0.7103782735208536,0.06692531522793405,0.08845780795344325
Census Tract 81.35; Sacramento County; California,55393,4567,2726,85,224,06,067,008135,06067008135,0.5968907379023429,0.01861178016203197,0.04904751477994307
Census Tract 81.36; Sacramento County; California,66250,3302,2673,50,130,06,067,008136,06067008136,0.8095093882495458,0.015142337976983646,0.03937007874015748
Census Tract 81.37; Sacramento County; California,87188,2351,1668,146,40,06,067,008137,06067008137,0.7094853253934496,0.062101233517652066,0.017014036580178648
Census Tract 81.38; Sacramento County; California,92541,4581,2453,159,127,06,067,008138,06067008138,0.5354726042348832,0.03470857891290111,0.027723204540493342
Census Tract 81.39; Sacramento County; California,66653,3511,2135,313,137,06,067,008139,06067008139,0.608088863571632,0.08914839077185988,0.03902022215892908
Census Tract 81.40; Sacramento County; California,80670,2618,1952,222,146,06,067,008140,06067008140,0.745607333842628,0.08479755538579067,0.05576776165011459
Census Tract 81.41; Sacramento County; California,76667,7895,4430,699,249,06,067,008141,06067008141,0.5611146295123496,0.08853704876504116,0.031538948701709944
Census Tract 81.42; Sacramento County; California,80865,3383,2457,166,114,06,067,008142,06067008142,0.7262784510789241,0.04906887378066804,0.03369790127106119
Census Tract 81.43; Sacramento County; California,77161,3916,2834,208,146,06,067,008143,06067008143,0.7236976506639428,0.05311542390194075,0.0372829417773238
Census Tract 81.44; Sacramento County; California,110795,3276,2671,82,126,06,067,008144,06067008144,0.8153235653235653,0.025030525030525032,0.038461538461538464
Census Tract 81.45; Sacramento County; California,108933,7756,6288,114,257,06,067,008145,06067008145,0.8107271789582259,0.014698298091799896,0.03313563692625064
Census Tract 82.03; Sacramento County; California,92143,5163,4124,4,140,06,067,008203,06067008203,0.7987604106139842,0.0007747433662599264,0.027116017819097425
Census Tract 82.04; Sacramento County; California,114107,4784,3648,99,142,06,067,008204,06067008204,0.7625418060200669,0.020693979933110368,0.02968227424749164
Census Tract 82.06; Sacramento County; California,99121,5887,4867,295,69,06,067,008206,06067008206,0.8267368778664855,0.05011041277390861,0.011720740614914217
Census Tract 82.07; Sacramento County; California,105105,4674,4056,40,83,06,067,008207,06067008207,0.8677792041078306,0.008557980316645272,0.01775780915703894
Census Tract 82.08; Sacramento County; California,77431,4283,3070,20,172,06,067,008208,06067008208,0.7167872986224609,0.0046696240952603316,0.040158767219238854
Census Tract 82.09; Sacramento County; California,114482,4411,3052,234,283,06,067,008209,06067008209,0.6919065971435049,0.053049195193833595,0.0641577873498073
Census Tract 82.10; Sacramento County; California,111250,6161,4813,274,430,06,067,008210,06067008210,0.781204349943191,0.044473299788995294,0.06979386463236488
Census Tract 82.11; Sacramento County; California,109911,2835,2144,56,22,06,067,008211,06067008211,0.7562610229276896,0.019753086419753086,0.007760141093474427
Census Tract 84.02; Sacramento County; California,113686,6223,4366,270,561,06,067,008402,06067008402,0.7015908725695003,0.04338743371364294,0.09014944560501366
Census Tract 84.03; Sacramento County; California,102667,5760,3651,297,593,06,067,008403,06067008403,0.6338541666666667,0.0515625,0.10295138888888888
Census Tract 84.04; Sacramento County; California,85699,4399,2872,208,124,06,067,008404,06067008404,0.6528756535576268,0.04728347351670834,0.028188224596499206
Census Tract 85.01; Sacramento County; California,163125,7271,4916,528,901,06,067,008501,06067008501,0.6761105762618622,0.07261724659606657,0.12391693027093935
Census Tract 85.04; Sacramento County; California,115605,5423,3347,188,1084,06,067,008504,06067008504,0.6171860593767288,0.03466715839940992,0.19988936013276784
Census Tract 85.05; Sacramento County; California,145391,1882,972,52,584,06,067,008505,06067008505,0.5164718384697131,0.02763018065887354,0.310308182784272
Census Tract 85.06; Sacramento County; California,81518,2573,1531,53,744,06,067,008506,06067008506,0.5950252623396813,0.020598523124757094,0.2891566265060241
Census Tract 85.07; Sacramento County; California,127798,3969,2030,251,1024,06,067,008507,06067008507,0.5114638447971781,0.06324011085915848,0.2579994960947342
Census Tract 85.08; Sacramento County; California,184096,12300,5779,146,5453,06,067,008508,06067008508,0.46983739837398375,0.011869918699186991,0.44333333333333336
Census Tract 85.09; Sacramento County; California,204091,4408,2689,43,905,06,067,008509,06067008509,0.61002722323049,0.009754990925589837,0.20530852994555354
Census Tract 85.10; Sacramento County; California,207922,5127,3124,40,912,06,067,008510,06067008510,0.6093231909498732,0.007801833430856251,0.17788180222352254
Census Tract 85.12; Sacramento County; California,198792,5241,3056,0,1577,06,067,008512,06067008512,0.5830948292310628,0.0,0.3008967754245373
Census Tract 85.13; Sacramento County; California,181165,4336,1855,95,1479,06,067,008513,06067008513,0.42781365313653136,0.02190959409594096,0.3410977859778598
Census Tract 86.01; Sacramento County; California,143125,5584,4613,233,191,06,067,008601,06067008601,0.8261103151862464,0.041726361031518625,0.03420487106017192
Census Tract 86.02; Sacramento County; California,93038,1832,1276,0,191,06,067,008602,06067008602,0.6965065502183406,0.0,0.10425764192139737
Census Tract 87.02; Sacramento County; California,200789,3154,2171,72,389,06,067,008702,06067008702,0.6883322764743183,0.022828154724159798,0.12333544705136334
Census Tract 87.03; Sacramento County; California,125823,5206,3346,326,857,06,067,008703,06067008703,0.6427199385324626,0.06262005378409527,0.16461774875144064
Census Tract 87.04; Sacramento County; California,156595,3552,1598,206,1157,06,067,008704,06067008704,0.44988738738738737,0.05799549549549549,0.325731981981982
Census Tract 87.06; Sacramento County; California,181802,2083,840,211,479,06,067,008706,06067008706,0.4032645223235718,0.10129620739318292,0.2299567930868939
Census Tract 87.07; Sacramento County; California,146682,7011,3165,537,2069,06,067,008707,06067008707,0.4514334617030381,0.07659392383397519,0.29510768791898445
Census Tract 87.08; Sacramento County; California,166985,4569,1603,129,1845,06,067,008708,06067008708,0.3508426351499234,0.028233749179251477,0.40380827314510837
Census Tract 88.02; Sacramento County; California,172321,2698,1582,47,370,06,067,008802,06067008802,0.586360266864344,0.017420311341734617,0.13713862120088954
Census Tract 88.03; Sacramento County; California,73250,2203,1588,270,63,06,067,008803,06067008803,0.7208352246935996,0.12256014525646845,0.028597367226509306
Census Tract 89.05; Sacramento County; California,74857,5155,2643,557,308,06,067,008905,06067008905,0.5127061105722599,0.10805043646944713,0.05974781765276431
Census Tract 89.07; Sacramento County; California,72898,5174,3454,439,358,06,067,008907,06067008907,0.6675686122922304,0.08484731349052957,0.06919211441824508
Census Tract 89.08; Sacramento County; California,61774,5027,2609,336,365,06,067,008908,06067008908,0.5189974139645912,0.06683906902725284,0.07260791724686692
Census Tract 89.09; Sacramento County; California,96622,2217,964,378,381,06,067,008909,06067008909,0.4348218313035634,0.17050067658998647,0.17185385656292287
Census Tract 89.10; Sacramento County; California,80060,3354,1742,289,230,06,067,008910,06067008910,0.5193798449612403,0.08616577221228384,0.06857483601669648
Census Tract 89.11; Sacramento County; California,52031,2709,948,282,481,06,067,008911,06067008911,0.34994462901439644,0.10409745293466224,0.17755629383536362
Census Tract 89.12; Sacramento County; California,104119,3202,2013,181,403,06,067,008912,06067008912,0.6286695815115553,0.056527170518425984,0.1258588382261087
Census Tract 89.13; Sacramento County; California,77894,4657,3624,235,283,06,067,008913,06067008913,0.7781833798582779,0.05046167060339274,0.060768735237277216
